date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2022-07-29 00:00:00+00:00,,,,,,
2022-07-29 01:00:00+00:00,,,,,,
2022-07-29 02:00:00+00:00,,,,,,
2022-07-29 03:00:00+00:00,,,,,,
2022-07-29 04:00:00+00:00,,,,,,
2022-07-29 05:00:00+00:00,,,,,,
2022-07-29 06:00:00+00:00,,,,,,
2022-07-29 07:00:00+00:00,,,,,,
2022-07-29 08:00:00+00:00,,,,,,
2022-07-29 09:00:00+00:00,,,,,,
2022-07-29 10:00:00+00:00,,,,,,
2022-07-29 11:00:00+00:00,,,,,,
2022-07-29 12:00:00+00:00,,,,,,
2022-07-29 13:00:00+00:00,,,,,,
2022-07-29 14:00:00+00:00,,,,,,
2022-07-29 15:00:00+00:00,,,,,,
2022-07-29 16:00:00+00:00,,,,,,
2022-07-29 17:00:00+00:00,,,,,,
2022-07-29 18:00:00+00:00,,,,,,
2022-07-29 19:00:00+00:00,,,,,,
2022-07-29 20:00:00+00:00,,,,,,
2022-07-29 21:00:00+00:00,,,,,,
2022-07-29 22:00:00+00:00,,,,,,
2022-07-29 23:00:00+00:00,,,,,,
2022-07-30 00:00:00+00:00,,,,,,
2022-07-30 01:00:00+00:00,,,,,,
2022-07-30 02:00:00+00:00,,,,,,
2022-07-30 03:00:00+00:00,,,,,,
2022-07-30 04:00:00+00:00,,,,,,
2022-07-30 05:00:00+00:00,,,,,,
2022-07-30 06:00:00+00:00,,,,,,
2022-07-30 07:00:00+00:00,,,,,,
2022-07-30 08:00:00+00:00,,,,,,
2022-07-30 09:00:00+00:00,,,,,,
2022-07-30 10:00:00+00:00,,,,,,
2022-07-30 11:00:00+00:00,,,,,,
2022-07-30 12:00:00+00:00,,,,,,
2022-07-30 13:00:00+00:00,,,,,,
2022-07-30 14:00:00+00:00,,,,,,
2022-07-30 15:00:00+00:00,,,,,,
2022-07-30 16:00:00+00:00,,,,,,
2022-07-30 17:00:00+00:00,,,,,,
2022-07-30 18:00:00+00:00,,,,,,
2022-07-30 19:00:00+00:00,,,,,,
2022-07-30 20:00:00+00:00,,,,,,
2022-07-30 21:00:00+00:00,,,,,,
2022-07-30 22:00:00+00:00,,,,,,
2022-07-30 23:00:00+00:00,,,,,,
2022-07-31 00:00:00+00:00,,,,,,
2022-07-31 01:00:00+00:00,,,,,,
2022-07-31 02:00:00+00:00,,,,,,
2022-07-31 03:00:00+00:00,,,,,,
2022-07-31 04:00:00+00:00,,,,,,
2022-07-31 05:00:00+00:00,,,,,,
2022-07-31 06:00:00+00:00,,,,,,
2022-07-31 07:00:00+00:00,,,,,,
2022-07-31 08:00:00+00:00,,,,,,
2022-07-31 09:00:00+00:00,,,,,,
2022-07-31 10:00:00+00:00,,,,,,
2022-07-31 11:00:00+00:00,,,,,,
2022-07-31 12:00:00+00:00,,,,,,
2022-07-31 13:00:00+00:00,,,,,,
2022-07-31 14:00:00+00:00,,,,,,
2022-07-31 15:00:00+00:00,,,,,,
2022-07-31 16:00:00+00:00,,,,,,
2022-07-31 17:00:00+00:00,,,,,,
2022-07-31 18:00:00+00:00,,,,,,
2022-07-31 19:00:00+00:00,,,,,,
2022-07-31 20:00:00+00:00,,,,,,
2022-07-31 21:00:00+00:00,,,,,,
2022-07-31 22:00:00+00:00,,,,,,
2022-07-31 23:00:00+00:00,,,,,,
2022-08-01 00:00:00+00:00,,,,,,
2022-08-01 01:00:00+00:00,,,,,,
2022-08-01 02:00:00+00:00,,,,,,
2022-08-01 03:00:00+00:00,,,,,,
2022-08-01 04:00:00+00:00,,,,,,
2022-08-01 05:00:00+00:00,,,,,,
2022-08-01 06:00:00+00:00,,,,,,
2022-08-01 07:00:00+00:00,,,,,,
2022-08-01 08:00:00+00:00,,,,,,
2022-08-01 09:00:00+00:00,,,,,,
2022-08-01 10:00:00+00:00,,,,,,
2022-08-01 11:00:00+00:00,,,,,,
2022-08-01 12:00:00+00:00,,,,,,
2022-08-01 13:00:00+00:00,,,,,,
2022-08-01 14:00:00+00:00,,,,,,
2022-08-01 15:00:00+00:00,,,,,,
2022-08-01 16:00:00+00:00,,,,,,
2022-08-01 17:00:00+00:00,,,,,,
2022-08-01 18:00:00+00:00,,,,,,
2022-08-01 19:00:00+00:00,,,,,,
2022-08-01 20:00:00+00:00,,,,,,
2022-08-01 21:00:00+00:00,,,,,,
2022-08-01 22:00:00+00:00,,,,,,
2022-08-01 23:00:00+00:00,,,,,,
2022-08-02 00:00:00+00:00,,,,,,
2022-08-02 01:00:00+00:00,,,,,,
2022-08-02 02:00:00+00:00,,,,,,
2022-08-02 03:00:00+00:00,,,,,,
2022-08-02 04:00:00+00:00,,,,,,
2022-08-02 05:00:00+00:00,,,,,,
2022-08-02 06:00:00+00:00,,,,,,
2022-08-02 07:00:00+00:00,,,,,,
2022-08-02 08:00:00+00:00,,,,,,
2022-08-02 09:00:00+00:00,,,,,,
2022-08-02 10:00:00+00:00,,,,,,
2022-08-02 11:00:00+00:00,,,,,,
2022-08-02 12:00:00+00:00,,,,,,
2022-08-02 13:00:00+00:00,,,,,,
2022-08-02 14:00:00+00:00,,,,,,
2022-08-02 15:00:00+00:00,,,,,,
2022-08-02 16:00:00+00:00,,,,,,
2022-08-02 17:00:00+00:00,,,,,,
2022-08-02 18:00:00+00:00,,,,,,
2022-08-02 19:00:00+00:00,,,,,,
2022-08-02 20:00:00+00:00,,,,,,
2022-08-02 21:00:00+00:00,,,,,,
2022-08-02 22:00:00+00:00,,,,,,
2022-08-02 23:00:00+00:00,,,,,,
2022-08-03 00:00:00+00:00,,,,,,
2022-08-03 01:00:00+00:00,,,,,,
2022-08-03 02:00:00+00:00,,,,,,
2022-08-03 03:00:00+00:00,,,,,,
2022-08-03 04:00:00+00:00,,,,,,
2022-08-03 05:00:00+00:00,,,,,,
2022-08-03 06:00:00+00:00,,,,,,
2022-08-03 07:00:00+00:00,,,,,,
2022-08-03 08:00:00+00:00,,,,,,
2022-08-03 09:00:00+00:00,,,,,,
2022-08-03 10:00:00+00:00,,,,,,
2022-08-03 11:00:00+00:00,,,,,,
2022-08-03 12:00:00+00:00,,,,,,
2022-08-03 13:00:00+00:00,,,,,,
2022-08-03 14:00:00+00:00,,,,,,
2022-08-03 15:00:00+00:00,,,,,,
2022-08-03 16:00:00+00:00,,,,,,
2022-08-03 17:00:00+00:00,,,,,,
2022-08-03 18:00:00+00:00,,,,,,
2022-08-03 19:00:00+00:00,,,,,,
2022-08-03 20:00:00+00:00,,,,,,
2022-08-03 21:00:00+00:00,,,,,,
2022-08-03 22:00:00+00:00,,,,,,
2022-08-03 23:00:00+00:00,,,,,,
2022-08-04 00:00:00+00:00,21.7,15.1,342.0,35.85,70.4,58.0
2022-08-04 01:00:00+00:00,23.0,15.9,344.0,30.55,78.7,73.0
2022-08-04 02:00:00+00:00,22.2,15.4,348.0,23.05,90.6,94.0
2022-08-04 03:00:00+00:00,20.8,14.3,350.0,14.7,106.0,119.0
2022-08-04 04:00:00+00:00,23.9,16.5,349.0,11.85,116.7,130.0
2022-08-04 05:00:00+00:00,26.8,18.5,346.0,10.55,127.15,138.0
2022-08-04 06:00:00+00:00,29.3,20.3,337.0,9.45,133.65,145.0
2022-08-04 07:00:00+00:00,31.2,21.6,322.0,8.3,127.65,147.0
2022-08-04 08:00:00+00:00,31.0,21.4,303.0,7.4,115.55,147.0
2022-08-04 09:00:00+00:00,30.0,20.8,287.0,7.4,103.15,145.0
2022-08-04 10:00:00+00:00,33.1,22.9,284.0,8.15,101.95,144.0
2022-08-04 11:00:00+00:00,33.3,23.1,287.0,9.65,104.3,142.0
2022-08-04 12:00:00+00:00,29.7,20.6,319.0,13.05,114.85,146.0
2022-08-04 13:00:00+00:00,29.2,20.3,417.0,25.25,115.2,126.0
2022-08-04 14:00:00+00:00,30.9,21.5,556.0,42.5,115.55,98.0
2022-08-04 15:00:00+00:00,32.4,22.6,702.0,60.7,111.4,66.0
2022-08-04 16:00:00+00:00,32.6,22.8,746.0,65.7,101.45,51.0
2022-08-04 17:00:00+00:00,29.3,20.5,758.0,66.6,87.7,41.0
2022-08-04 18:00:00+00:00,26.8,18.7,723.0,64.4,72.1,33.0
2022-08-04 19:00:00+00:00,23.1,16.2,637.0,60.3,65.5,33.0
2022-08-04 20:00:00+00:00,20.4,14.3,511.0,53.95,61.25,38.0
2022-08-04 21:00:00+00:00,20.2,14.1,381.0,46.6,58.55,43.0
2022-08-04 22:00:00+00:00,21.7,15.1,355.0,44.25,58.85,42.0
2022-08-04 23:00:00+00:00,23.5,16.4,361.0,43.15,61.1,39.0
2022-08-05 00:00:00+00:00,22.5,15.7,337.0,39.6,61.0,47.0
2022-08-05 01:00:00+00:00,21.8,15.1,339.0,34.45,65.5,61.0
2022-08-05 02:00:00+00:00,21.5,15.0,341.0,27.1,71.8,82.0
2022-08-05 03:00:00+00:00,19.3,13.4,333.0,18.3,78.05,106.0
2022-08-05 04:00:00+00:00,19.8,13.6,310.0,13.95,79.2,118.0
2022-08-05 05:00:00+00:00,20.8,14.3,278.0,10.55,78.55,129.0
2022-08-05 06:00:00+00:00,20.8,14.3,242.0,7.5,75.5,138.0
2022-08-05 07:00:00+00:00,21.7,15.0,228.0,6.4,70.65,141.0
2022-08-05 08:00:00+00:00,22.1,15.3,221.0,6.3,64.1,142.0
2022-08-05 09:00:00+00:00,22.1,15.3,219.0,7.05,57.7,141.0
2022-08-05 10:00:00+00:00,22.5,15.5,203.0,6.9,55.6,143.0
2022-08-05 11:00:00+00:00,22.9,15.8,186.0,7.0,55.15,144.0
2022-08-05 12:00:00+00:00,19.7,13.6,242.0,12.3,66.7,140.0
2022-08-05 13:00:00+00:00,20.0,13.9,352.0,24.5,65.05,118.0
2022-08-05 14:00:00+00:00,21.6,15.1,510.0,41.9,62.7,88.0
2022-08-05 15:00:00+00:00,23.1,16.1,711.0,61.4,60.25,52.0
2022-08-05 16:00:00+00:00,23.8,16.6,852.0,69.6,59.75,36.0
2022-08-05 17:00:00+00:00,25.8,18.0,990.0,74.7,59.8,25.0
2022-08-05 18:00:00+00:00,25.2,17.6,1055.0,75.8,59.85,17.0
2022-08-05 19:00:00+00:00,20.2,14.1,934.0,70.15,59.5,19.0
2022-08-05 20:00:00+00:00,20.0,14.0,717.0,60.25,59.0,27.0
2022-08-05 21:00:00+00:00,18.9,13.2,478.0,48.7,58.0,35.0
2022-08-05 22:00:00+00:00,18.0,12.6,416.0,44.6,56.5,34.0
2022-08-05 23:00:00+00:00,18.0,12.6,402.0,42.25,54.6,30.0
2022-08-06 00:00:00+00:00,28.4,19.8,501.0,44.0,87.5,41.0
2022-08-06 01:00:00+00:00,28.0,19.6,504.0,39.2,93.35,57.0
2022-08-06 02:00:00+00:00,26.8,18.6,509.0,32.35,101.6,79.0
2022-08-06 03:00:00+00:00,21.8,15.1,494.0,23.7,109.7,108.0
2022-08-06 04:00:00+00:00,23.8,16.4,452.0,18.6,111.0,124.0
2022-08-06 05:00:00+00:00,26.3,18.2,393.0,14.0,109.85,139.0
2022-08-06 06:00:00+00:00,27.6,19.1,328.0,9.4,106.55,154.0
2022-08-06 07:00:00+00:00,29.3,20.2,305.0,7.5,103.05,162.0
2022-08-06 08:00:00+00:00,31.5,21.7,294.0,6.65,98.4,167.0
2022-08-06 09:00:00+00:00,34.0,23.5,286.0,6.7,91.75,169.0
2022-08-06 10:00:00+00:00,34.3,23.7,256.0,5.7,85.85,170.0
2022-08-06 11:00:00+00:00,32.7,22.6,223.0,4.9,79.4,170.0
2022-08-06 12:00:00+00:00,27.8,19.2,273.0,10.7,74.65,166.0
2022-08-06 13:00:00+00:00,26.5,18.4,374.0,24.5,73.1,141.0
2022-08-06 14:00:00+00:00,28.3,19.7,520.0,44.15,70.85,107.0
2022-08-06 15:00:00+00:00,29.3,20.5,739.0,65.7,68.25,66.0
2022-08-06 16:00:00+00:00,30.9,21.7,941.0,73.5,67.35,48.0
2022-08-06 17:00:00+00:00,30.7,21.5,1165.0,77.35,66.85,35.0
2022-08-06 18:00:00+00:00,29.4,20.6,1349.0,78.05,65.25,25.0
2022-08-06 19:00:00+00:00,26.4,18.5,1321.0,75.05,62.3,23.0
2022-08-06 20:00:00+00:00,24.7,17.3,1201.0,69.05,58.55,26.0
2022-08-06 21:00:00+00:00,23.5,16.4,1030.0,60.1,54.3,31.0
2022-08-06 22:00:00+00:00,22.8,15.9,937.0,53.45,52.15,33.0
2022-08-06 23:00:00+00:00,22.7,15.9,846.0,46.25,50.6,34.0
2022-08-07 00:00:00+00:00,25.3,17.7,748.0,38.9,52.3,46.0
2022-08-07 01:00:00+00:00,21.8,15.3,638.0,34.5,52.25,59.0
2022-08-07 02:00:00+00:00,22.1,15.4,482.0,28.2,52.2,77.0
2022-08-07 03:00:00+00:00,15.7,10.9,316.0,20.5,53.3,99.0
2022-08-07 04:00:00+00:00,15.5,10.7,270.0,16.45,55.9,110.0
2022-08-07 05:00:00+00:00,17.0,11.7,262.0,13.1,59.5,120.0
2022-08-07 06:00:00+00:00,19.7,13.6,261.0,9.7,63.55,132.0
2022-08-07 07:00:00+00:00,23.1,15.9,253.0,7.95,64.7,142.0
2022-08-07 08:00:00+00:00,25.9,17.9,249.0,6.85,65.1,153.0
2022-08-07 09:00:00+00:00,26.6,18.4,251.0,6.6,66.7,163.0
2022-08-07 10:00:00+00:00,28.3,19.6,246.0,6.45,69.3,167.0
2022-08-07 11:00:00+00:00,29.9,20.7,243.0,6.85,72.75,169.0
2022-08-07 12:00:00+00:00,26.7,18.5,297.0,12.0,82.05,161.0
2022-08-07 13:00:00+00:00,26.7,18.5,402.0,19.85,85.1,146.0
2022-08-07 14:00:00+00:00,28.1,19.6,554.0,31.2,89.6,125.0
2022-08-07 15:00:00+00:00,33.8,23.6,802.0,47.85,99.15,95.0
2022-08-07 16:00:00+00:00,40.7,28.5,1080.0,63.75,113.45,71.0
2022-08-07 17:00:00+00:00,47.1,32.9,1405.0,81.4,131.25,45.0
2022-08-07 18:00:00+00:00,50.6,35.4,1609.0,92.05,142.2,25.0
2022-08-07 19:00:00+00:00,35.2,24.6,1402.0,80.3,129.75,32.0
2022-08-07 20:00:00+00:00,28.1,19.6,1004.0,57.85,106.5,52.0
2022-08-07 21:00:00+00:00,26.5,18.5,569.0,32.9,80.65,74.0
2022-08-07 22:00:00+00:00,26.5,18.5,478.0,26.55,73.8,77.0
2022-08-07 23:00:00+00:00,27.4,19.0,483.0,25.15,72.05,75.0
2022-08-08 00:00:00+00:00,34.2,23.9,641.0,33.85,95.75,58.0
2022-08-08 01:00:00+00:00,34.2,23.9,627.0,31.15,87.2,73.0
2022-08-08 02:00:00+00:00,39.0,27.2,605.0,27.3,75.2,93.0
2022-08-08 03:00:00+00:00,25.4,17.5,553.0,21.6,65.7,118.0
2022-08-08 04:00:00+00:00,21.8,14.9,478.0,16.8,70.1,130.0
2022-08-08 05:00:00+00:00,23.3,15.9,383.0,11.6,80.15,139.0
2022-08-08 06:00:00+00:00,25.1,17.2,284.0,6.5,90.35,147.0
2022-08-08 07:00:00+00:00,26.3,18.0,255.0,5.1,90.3,150.0
2022-08-08 08:00:00+00:00,27.7,19.0,250.0,5.1,87.05,151.0
2022-08-08 09:00:00+00:00,28.9,19.7,259.0,6.65,83.2,150.0
2022-08-08 10:00:00+00:00,30.9,21.0,274.0,8.9,83.05,148.0
2022-08-08 11:00:00+00:00,29.9,20.4,300.0,12.1,83.7,144.0
2022-08-08 12:00:00+00:00,28.0,19.3,286.0,13.05,84.35,139.0
2022-08-08 13:00:00+00:00,28.8,19.7,389.0,24.3,93.15,124.0
2022-08-08 14:00:00+00:00,31.1,21.5,537.0,40.3,105.6,102.0
2022-08-08 15:00:00+00:00,36.7,25.4,707.0,56.15,117.4,78.0
2022-08-08 16:00:00+00:00,36.4,25.4,789.0,58.6,118.25,69.0
2022-08-08 17:00:00+00:00,37.4,26.1,850.0,56.4,115.1,65.0
2022-08-08 18:00:00+00:00,37.1,26.0,875.0,51.3,108.55,61.0
2022-08-08 19:00:00+00:00,35.3,24.7,825.0,46.75,102.05,59.0
2022-08-08 20:00:00+00:00,33.1,23.1,731.0,40.9,93.95,58.0
2022-08-08 21:00:00+00:00,33.3,23.2,625.0,34.25,86.05,57.0
2022-08-08 22:00:00+00:00,33.2,23.1,598.0,31.75,85.2,56.0
2022-08-08 23:00:00+00:00,32.7,22.8,591.0,30.35,86.85,55.0
2022-08-09 00:00:00+00:00,51.0,35.5,859.0,27.9,126.8,60.0
2022-08-09 01:00:00+00:00,43.8,30.5,750.0,24.5,116.55,74.0
2022-08-09 02:00:00+00:00,32.7,22.6,594.0,19.7,102.0,94.0
2022-08-09 03:00:00+00:00,28.3,19.2,417.0,13.85,87.75,117.0
2022-08-09 04:00:00+00:00,29.7,20.0,348.0,10.8,87.25,128.0
2022-08-09 05:00:00+00:00,31.5,21.4,308.0,8.3,91.5,137.0
2022-08-09 06:00:00+00:00,32.7,22.1,272.0,5.95,93.45,144.0
2022-08-09 07:00:00+00:00,33.4,22.8,249.0,4.95,86.9,147.0
2022-08-09 08:00:00+00:00,33.6,22.9,235.0,4.6,76.8,147.0
2022-08-09 09:00:00+00:00,32.7,22.3,228.0,5.45,64.8,143.0
2022-08-09 10:00:00+00:00,30.5,20.8,211.0,5.8,58.25,139.0
2022-08-09 11:00:00+00:00,28.0,19.0,195.0,6.65,52.8,133.0
2022-08-09 12:00:00+00:00,24.8,17.1,251.0,11.2,65.7,134.0
2022-08-09 13:00:00+00:00,24.2,16.8,384.0,23.15,71.1,116.0
2022-08-09 14:00:00+00:00,26.7,18.5,576.0,40.15,78.8,90.0
2022-08-09 15:00:00+00:00,32.6,22.7,830.0,58.4,86.9,61.0
2022-08-09 16:00:00+00:00,35.2,24.6,1029.0,64.8,89.6,49.0
2022-08-09 17:00:00+00:00,39.7,27.8,1233.0,67.6,90.6,41.0
2022-08-09 18:00:00+00:00,41.0,28.7,1336.0,65.7,88.9,38.0
2022-08-09 19:00:00+00:00,39.5,27.4,1168.0,58.25,84.4,43.0
2022-08-09 20:00:00+00:00,39.7,26.4,864.0,46.65,77.65,52.0
2022-08-09 21:00:00+00:00,34.8,23.4,517.0,32.9,69.1,63.0
2022-08-09 22:00:00+00:00,33.1,22.4,401.0,26.55,63.7,66.0
2022-08-09 23:00:00+00:00,32.9,22.3,343.0,21.85,58.7,67.0
2022-08-10 00:00:00+00:00,43.5,29.8,410.0,21.25,66.8,78.0
2022-08-10 01:00:00+00:00,41.3,28.6,646.0,30.15,64.9,73.0
2022-08-10 02:00:00+00:00,41.4,28.8,976.0,42.55,62.35,67.0
2022-08-10 03:00:00+00:00,56.8,38.8,1213.0,51.15,64.95,66.0
2022-08-10 04:00:00+00:00,33.3,22.2,1042.0,44.0,78.2,79.0
2022-08-10 05:00:00+00:00,33.5,22.3,694.0,29.9,97.0,99.0
2022-08-10 06:00:00+00:00,39.0,25.9,310.0,14.25,110.85,121.0
2022-08-10 07:00:00+00:00,44.4,29.5,222.0,10.0,102.05,128.0
2022-08-10 08:00:00+00:00,43.1,28.8,214.0,8.8,83.55,130.0
2022-08-10 09:00:00+00:00,39.8,26.7,229.0,9.2,62.55,129.0
2022-08-10 10:00:00+00:00,39.0,26.2,207.0,9.15,55.95,128.0
2022-08-10 11:00:00+00:00,38.2,25.7,190.0,9.95,52.95,126.0
2022-08-10 12:00:00+00:00,28.1,19.0,271.0,14.8,60.1,119.0
2022-08-10 13:00:00+00:00,27.8,18.9,386.0,27.0,61.8,101.0
2022-08-10 14:00:00+00:00,29.9,20.7,551.0,44.3,64.3,74.0
2022-08-10 15:00:00+00:00,32.7,22.8,743.0,61.95,67.95,46.0
2022-08-10 16:00:00+00:00,35.4,24.7,843.0,65.95,71.45,37.0
2022-08-10 17:00:00+00:00,33.9,23.7,923.0,65.4,75.35,34.0
2022-08-10 18:00:00+00:00,34.3,23.9,951.0,60.55,77.8,35.0
2022-08-10 19:00:00+00:00,30.6,21.2,867.0,53.3,74.85,39.0
2022-08-10 20:00:00+00:00,26.3,18.1,721.0,43.15,69.5,46.0
2022-08-10 21:00:00+00:00,26.3,18.2,569.0,32.25,65.8,53.0
2022-08-10 22:00:00+00:00,27.2,18.8,550.0,29.4,69.4,51.0
2022-08-10 23:00:00+00:00,31.8,22.1,572.0,29.0,76.05,47.0
2022-08-11 00:00:00+00:00,36.7,25.5,332.0,20.95,125.35,66.0
2022-08-11 01:00:00+00:00,31.2,21.6,318.0,18.0,118.15,76.0
2022-08-11 02:00:00+00:00,30.6,21.1,298.0,13.85,107.9,91.0
2022-08-11 03:00:00+00:00,23.6,15.9,275.0,9.25,96.0,108.0
2022-08-11 04:00:00+00:00,22.8,15.4,262.0,7.7,88.4,115.0
2022-08-11 05:00:00+00:00,23.6,15.9,252.0,7.0,81.7,119.0
2022-08-11 06:00:00+00:00,24.9,16.8,253.0,6.8,83.75,124.0
2022-08-11 07:00:00+00:00,27.2,18.4,274.0,7.15,102.0,129.0
2022-08-11 08:00:00+00:00,30.5,20.7,306.0,8.0,129.45,133.0
2022-08-11 09:00:00+00:00,32.7,22.1,339.0,9.35,156.7,137.0
2022-08-11 10:00:00+00:00,34.6,23.2,345.0,9.7,159.35,138.0
2022-08-11 11:00:00+00:00,34.3,23.0,342.0,10.0,153.65,137.0
2022-08-11 12:00:00+00:00,32.5,22.1,329.0,12.1,148.15,148.0
2022-08-11 13:00:00+00:00,34.8,23.9,336.0,19.6,144.05,132.0
2022-08-11 14:00:00+00:00,37.0,25.6,345.0,30.2,138.1,108.0
2022-08-11 15:00:00+00:00,42.3,29.4,354.0,41.15,128.2,81.0
2022-08-11 16:00:00+00:00,43.5,30.3,356.0,44.0,116.65,68.0
2022-08-11 17:00:00+00:00,44.9,31.3,354.0,44.2,103.1,59.0
2022-08-11 18:00:00+00:00,44.7,31.2,351.0,41.6,94.6,54.0
2022-08-11 19:00:00+00:00,42.4,29.5,347.0,36.9,103.4,57.0
2022-08-11 20:00:00+00:00,38.8,27.0,341.0,30.15,120.3,66.0
2022-08-11 21:00:00+00:00,31.3,21.7,337.0,22.85,139.05,74.0
2022-08-11 22:00:00+00:00,27.8,19.2,342.0,20.65,144.5,73.0
2022-08-11 23:00:00+00:00,30.6,21.2,352.0,20.0,146.4,70.0
2022-08-12 00:00:00+00:00,32.9,22.4,262.0,16.35,86.35,76.0
2022-08-12 01:00:00+00:00,38.2,26.2,252.0,15.05,78.3,80.0
2022-08-12 02:00:00+00:00,31.2,21.0,237.0,13.1,66.9,85.0
2022-08-12 03:00:00+00:00,27.5,18.3,221.0,10.5,55.3,94.0
2022-08-12 04:00:00+00:00,26.5,17.6,214.0,8.5,51.15,102.0
2022-08-12 05:00:00+00:00,24.9,16.6,211.0,6.45,49.6,110.0
2022-08-12 06:00:00+00:00,24.1,16.2,216.0,4.6,56.0,121.0
2022-08-12 07:00:00+00:00,24.6,16.6,235.0,4.45,72.95,129.0
2022-08-12 08:00:00+00:00,26.0,17.6,263.0,4.95,96.85,137.0
2022-08-12 09:00:00+00:00,26.9,18.2,291.0,5.8,120.55,144.0
2022-08-12 10:00:00+00:00,27.1,18.5,295.0,5.4,122.9,148.0
2022-08-12 11:00:00+00:00,26.8,18.3,291.0,4.75,117.85,150.0
2022-08-12 12:00:00+00:00,31.7,21.8,327.0,8.85,143.95,149.0
2022-08-12 13:00:00+00:00,31.7,21.7,324.0,15.75,138.9,141.0
2022-08-12 14:00:00+00:00,31.5,21.7,320.0,25.5,131.8,129.0
2022-08-12 15:00:00+00:00,32.0,22.1,320.0,35.7,126.3,114.0
2022-08-12 16:00:00+00:00,41.0,28.4,329.0,38.15,128.45,105.0
2022-08-12 17:00:00+00:00,37.1,25.7,343.0,38.05,133.9,96.0
2022-08-12 18:00:00+00:00,40.6,28.3,360.0,37.1,142.0,85.0
2022-08-12 19:00:00+00:00,40.6,28.3,370.0,36.6,147.45,77.0
2022-08-12 20:00:00+00:00,41.2,28.8,379.0,35.75,153.15,70.0
2022-08-12 21:00:00+00:00,39.8,27.8,387.0,34.2,161.05,63.0
2022-08-12 22:00:00+00:00,38.8,27.0,392.0,33.1,170.1,59.0
2022-08-12 23:00:00+00:00,36.1,25.1,395.0,31.85,180.15,57.0
2022-08-13 00:00:00+00:00,48.1,33.5,770.0,40.85,148.2,46.0
2022-08-13 01:00:00+00:00,45.6,31.9,692.0,35.45,147.5,59.0
2022-08-13 02:00:00+00:00,37.1,25.9,580.0,27.75,146.45,77.0
2022-08-13 03:00:00+00:00,27.4,19.0,453.0,18.6,143.7,99.0
2022-08-13 04:00:00+00:00,27.4,19.0,402.0,14.25,140.05,109.0
2022-08-13 05:00:00+00:00,27.5,19.1,370.0,10.95,135.45,117.0
2022-08-13 06:00:00+00:00,28.0,19.4,341.0,7.8,128.9,125.0
2022-08-13 07:00:00+00:00,29.5,20.5,324.0,6.35,123.65,130.0
2022-08-13 08:00:00+00:00,31.4,21.9,313.0,5.7,118.15,134.0
2022-08-13 09:00:00+00:00,35.5,24.8,307.0,5.7,112.35,138.0
2022-08-13 10:00:00+00:00,34.1,23.7,296.0,4.75,109.3,142.0
2022-08-13 11:00:00+00:00,35.4,24.6,286.0,3.95,107.2,145.0
2022-08-13 12:00:00+00:00,30.6,21.4,321.0,9.3,110.35,140.0
2022-08-13 13:00:00+00:00,29.6,20.6,396.0,19.5,117.6,126.0
2022-08-13 14:00:00+00:00,28.5,19.9,503.0,34.1,127.9,105.0
2022-08-13 15:00:00+00:00,35.2,24.6,637.0,51.5,138.1,79.0
2022-08-13 16:00:00+00:00,43.7,30.5,728.0,60.65,140.8,64.0
2022-08-13 17:00:00+00:00,41.3,28.9,814.0,68.05,140.8,51.0
2022-08-13 18:00:00+00:00,36.0,25.1,854.0,72.55,134.65,39.0
2022-08-13 19:00:00+00:00,31.2,21.8,779.0,69.45,122.7,36.0
2022-08-13 20:00:00+00:00,27.6,19.3,643.0,62.3,106.1,36.0
2022-08-13 21:00:00+00:00,24.8,17.3,486.0,53.1,85.75,38.0
2022-08-13 22:00:00+00:00,22.8,15.9,432.0,49.25,74.65,36.0
2022-08-13 23:00:00+00:00,21.3,14.9,402.0,46.25,65.3,34.0
2022-08-14 00:00:00+00:00,21.7,15.2,370.0,48.7,70.1,46.0
2022-08-14 01:00:00+00:00,20.6,14.4,353.0,40.85,65.55,60.0
2022-08-14 02:00:00+00:00,21.5,15.1,328.0,29.65,59.1,80.0
2022-08-14 03:00:00+00:00,13.1,9.1,293.0,17.0,51.45,104.0
2022-08-14 04:00:00+00:00,11.5,8.0,266.0,12.2,47.8,114.0
2022-08-14 05:00:00+00:00,11.5,8.0,237.0,9.5,45.1,121.0
2022-08-14 06:00:00+00:00,12.1,8.4,208.0,7.15,42.45,128.0
2022-08-14 07:00:00+00:00,13.0,9.0,198.0,5.7,40.9,133.0
2022-08-14 08:00:00+00:00,13.8,9.4,196.0,4.95,39.9,138.0
2022-08-14 09:00:00+00:00,13.9,9.4,199.0,5.05,40.3,141.0
2022-08-14 10:00:00+00:00,13.9,9.3,188.0,4.55,41.95,142.0
2022-08-14 11:00:00+00:00,14.0,9.3,177.0,4.3,44.65,142.0
2022-08-14 12:00:00+00:00,12.0,8.2,218.0,8.8,49.65,142.0
2022-08-14 13:00:00+00:00,12.3,8.4,334.0,23.8,59.05,122.0
2022-08-14 14:00:00+00:00,12.4,8.4,499.0,45.1,72.45,94.0
2022-08-14 15:00:00+00:00,22.1,15.4,679.0,68.85,86.5,62.0
2022-08-14 16:00:00+00:00,29.6,20.6,739.0,78.0,89.95,48.0
2022-08-14 17:00:00+00:00,26.8,18.6,765.0,83.1,90.1,38.0
2022-08-14 18:00:00+00:00,26.0,18.1,766.0,85.0,89.5,30.0
